id,age,gender,sign
7485,45,nb,sagittarius
7486,46,female,aquarius
7487,44,nb,capricorn
7488,18,female,leo
7489,19,male,gemini
7490,34,nb,scorpio
7491,34,male,taurus
7492,36,male,taurus
7493,36,female,leo
7494,44,male,gemini
7495,41,female,aries
7496,34,male,taurus
7497,35,female,libra
7498,30,male,leo
7499,30,male,sagittarius
7500,55,male,aries
7501,57,male,aries
7502,32,female,gemini
7503,33,male,virgo
7504,41,male,capricorn
7505,42,female,cancer
7506,40,female,sagittarius
7507,43,male,libra
7508,26,female,cancer
7509,26,female,gemini
7510,22,male,scorpio
7511,22,male,gemini
7512,59,female,aquarius
7513,60,female,taurus
7514,18,female,taurus
7515,18,female,sagittarius
7516,38,female,capricorn
7517,38,female,taurus
7518,22,nb,sagittarius
7519,22,male,virgo
7520,34,male,cancer
7521,32,female,leo
7522,44,male,sagittarius
7523,43,female,libra
7524,20,female,cancer
7525,20,nb,taurus
7526,40,male,taurus
7527,39,male,pisces
7528,44,female,pisces
7529,43,female,libra
7530,51,male,sagittarius
7531,50,male,capricorn
7532,59,male,virgo
7533,60,female,cancer
7534,35,male,cancer
7535,35,male,virgo
7536,25,male,gemini
7537,24,female,capricorn
7538,50,male,pisces
7539,49,male,cancer
7540,45,female,sagittarius
7541,45,female,leo
7542,31,nb,aries
7543,31,male,aquarius
7544,42,female,leo
7545,40,male,aquarius
7546,39,female,scorpio
7547,40,female,aries
7548,41,male,capricorn
7549,38,female,scorpio
7550,44,female,gemini
7551,45,female,virgo
7552,37,female,aries
7553,37,female,aquarius
7554,40,nb,aquarius
7555,40,female,gemini
7556,37,female,leo
7557,37,male,scorpio
7558,59,male,virgo
7559,58,female,scorpio
7560,54,female,leo
7561,55,female,capricorn
7562,55,male,leo
7563,55,female,scorpio
7564,54,female,aries
7565,53,female,taurus
7566,25,male,scorpio
7567,25,female,leo
7568,38,female,scorpio
7569,37,nb,aquarius
7570,38,female,cancer
7571,35,female,cancer
7572,52,nb,taurus
7573,52,nb,sagittarius
7574,38,nb,aquarius
7575,38,female,capricorn
7576,30,female,pisces
7577,30,male,taurus
7578,41,male,cancer
7579,40,nb,libra
7580,44,female,scorpio
7581,42,female,sagittarius
7582,52,male,taurus
7583,53,female,gemini
7584,54,female,leo
7585,55,female,capricorn
7586,35,male,scorpio
7587,34,male,gemini
7588,27,male,sagittarius
7589,27,female,cancer
7590,21,nb,aries
7591,20,female,virgo
7592,20,male,capricorn
7593,23,female,leo
7594,26,female,libra
7595,28,male,sagittarius
7596,28,male,aries
7597,28,male,aquarius
7598,39,male,aries
7599,39,female,scorpio
7600,22,female,taurus
7601,22,female,pisces
7602,21,female,leo
7603,21,male,aquarius
7604,43,female,taurus
7605,39,female,aquarius
7606,52,female,pisces
7607,51,male,virgo
7608,22,male,leo
7609,22,male,taurus
7610,39,female,virgo
7611,37,male,capricorn
7612,36,male,scorpio
7613,39,male,pisces
7614,30,female,aries
7615,30,female,virgo
7616,38,male,capricorn
7617,39,female,virgo
7618,42,male,virgo
7619,39,female,cancer
7620,59,female,leo
7621,62,male,taurus
7622,34,female,sagittarius
7623,37,male,aquarius
7624,32,male,aquarius
7625,32,female,leo
7626,35,female,cancer
7627,35,female,capricorn
7628,50,male,virgo
7629,50,female,libra
7630,28,male,capricorn
7631,24,male,aquarius
7632,18,male,gemini
7633,19,female,libra
7634,58,male,virgo
7635,54,male,pisces
7636,44,female,pisces
7637,45,male,sagittarius
7638,39,male,pisces
7639,35,female,libra
7640,23,male,sagittarius
7641,23,male,aquarius
7642,37,male,leo
7643,37,male,gemini
7644,49,female,scorpio
7645,49,female,aries
7646,36,male,scorpio
7647,38,male,aquarius
7648,28,female,libra
7649,32,male,virgo
7650,55,male,taurus
7651,54,male,scorpio
7652,42,female,cancer
7653,41,female,gemini
7654,58,male,cancer
7655,58,female,virgo
7656,38,male,aquarius
7657,38,female,scorpio
7658,41,female,gemini
7659,41,female,leo
7660,21,female,libra
7661,21,male,sagittarius
7662,30,female,aries
7663,33,female,gemini
7664,30,male,gemini
7665,30,male,pisces
7666,57,male,aries
7667,59,female,aquarius
7668,57,male,sagittarius
7669,56,female,scorpio
7670,32,male,libra
7671,33,female,capricorn
7672,27,male,capricorn
7673,29,male,aries
7674,58,female,pisces
7675,58,nb,taurus
7676,52,male,libra
7677,51,male,cancer
7678,19,female,taurus
7679,21,male,virgo
7680,37,male,libra
7681,36,male,aries
7682,27,male,libra
7683,25,female,cancer
7684,35,male,leo
7685,34,male,cancer
7686,45,female,sagittarius
7687,45,male,capricorn
7688,50,male,cancer
7689,52,male,scorpio
7690,20,female,scorpio
7691,18,male,sagittarius
7692,22,female,libra
7693,21,female,leo
7694,49,male,aries
7695,48,male,libra
7696,42,nb,virgo
7697,42,female,pisces
7698,49,female,capricorn
7699,47,female,cancer
7700,39,female,libra
7701,40,female,pisces
7702,28,male,taurus
7703,31,male,cancer
7704,40,female,aries
7705,40,male,virgo
7706,53,female,leo
7707,54,female,gemini
7708,18,female,gemini
7709,19,female,libra
7710,36,male,aquarius
7711,36,male,libra
7712,56,female,virgo
7713,55,female,libra
7714,26,female,leo
7715,24,female,pisces
7716,45,nb,cancer
7717,45,female,virgo
7718,57,female,taurus
7719,56,female,capricorn
7720,41,female,sagittarius
7721,39,male,capricorn
7722,42,male,aquarius
7723,42,female,gemini
7724,23,nb,cancer
7725,23,male,sagittarius
7726,57,male,capricorn
7727,56,female,leo
7728,29,male,libra
7729,29,male,virgo
7730,42,male,sagittarius
7731,42,male,aquarius
7732,30,female,capricorn
7733,33,male,gemini
7734,21,female,capricorn
7735,19,male,libra
7736,28,male,aries
7737,31,female,aries
7738,44,nb,taurus
7739,46,female,capricorn
7740,54,male,libra
7741,51,female,libra
7742,29,male,libra
7743,31,male,capricorn
7744,50,male,taurus
7745,50,male,cancer
7746,32,male,libra
7747,33,male,libra
7748,27,female,sagittarius
7749,23,female,cancer
7750,18,male,sagittarius
7751,20,male,scorpio
7752,46,female,gemini
7753,46,male,capricorn
7754,20,female,taurus
7755,22,male,aries
7756,18,female,scorpio
7757,18,male,scorpio
7758,48,male,virgo
7759,47,female,sagittarius
7760,45,male,scorpio
7761,45,male,sagittarius
7762,45,nb,taurus
7763,46,male,aries
7764,49,female,pisces
7765,48,nb,aquarius
7766,38,female,cancer
7767,38,male,sagittarius
7768,54,female,aquarius
7769,57,nb,leo
7770,38,female,cancer
7771,38,nb,libra
7772,36,nb,capricorn
7773,36,female,scorpio
7774,26,male,leo
7775,26,female,gemini
7776,23,male,aries
7777,25,nb,leo
7778,29,female,aries
7779,29,male,libra
7780,58,male,libra
7781,57,female,cancer
7782,56,male,capricorn
7783,57,nb,cancer
7784,37,nb,pisces
7785,36,male,gemini
7786,52,female,aquarius
7787,54,male,taurus
7788,21,nb,gemini
7789,21,female,leo
7790,44,male,pisces
7791,44,male,aquarius
7792,33,female,pisces
7793,34,male,gemini
7794,32,nb,sagittarius
7795,32,nb,leo
7796,55,nb,libra
7797,54,female,sagittarius
7798,26,male,gemini
7799,29,female,pisces
7800,30,female,taurus
7801,27,female,capricorn
7802,45,female,capricorn
7803,48,female,virgo
7804,19,female,virgo
7805,19,male,leo
7806,58,male,sagittarius
7807,58,nb,sagittarius
7808,49,female,sagittarius
7809,50,male,capricorn
7810,23,female,cancer
7811,23,male,leo
7812,20,female,sagittarius
7813,22,male,gemini
7814,48,nb,cancer
7815,49,nb,scorpio
7816,59,male,aquarius
7817,59,male,taurus
7818,51,female,libra
7819,52,female,capricorn
7820,44,female,scorpio
7821,42,female,aquarius
7822,39,male,sagittarius
7823,42,female,aquarius
7824,50,nb,aquarius
7825,47,female,taurus
7826,22,male,libra
7827,22,female,gemini
7828,31,nb,libra
7829,30,female,sagittarius
7830,31,female,aquarius
7831,30,female,capricorn
7832,54,male,gemini
7833,53,male,capricorn
7834,54,male,sagittarius
7835,54,female,leo
7836,34,female,gemini
7837,34,female,sagittarius
7838,40,male,capricorn
7839,38,male,libra
7840,34,female,leo
7841,34,female,capricorn
7842,43,female,libra
7843,43,female,cancer
7844,54,female,virgo
7845,54,male,aquarius
7846,29,male,aquarius
7847,32,male,aquarius
7848,49,female,pisces
7849,48,male,cancer
7850,31,male,libra
7851,30,male,libra
7852,43,male,capricorn
7853,43,male,capricorn
7854,18,female,scorpio
7855,19,nb,cancer
7856,21,male,aries
7857,18,female,sagittarius
7858,56,male,virgo
7859,58,nb,aries
7860,18,female,taurus
7861,18,male,aries
7862,46,female,leo
7863,46,female,taurus
7864,59,female,virgo
7865,58,female,sagittarius
7866,21,female,leo
7867,21,male,libra
7868,52,male,scorpio
7869,52,female,taurus
7870,33,male,scorpio
7871,32,male,pisces
7872,35,female,virgo
7873,37,male,virgo
7874,40,male,aquarius
7875,41,male,pisces
7876,52,female,aquarius
7877,51,female,pisces
7878,56,male,aquarius
7879,54,female,libra
7880,36,female,pisces
7881,33,female,gemini
7882,38,male,aquarius
7883,39,male,gemini
7884,54,male,taurus
7885,53,male,libra
7886,25,nb,virgo
7887,25,nb,sagittarius
7888,52,male,sagittarius
7889,53,female,virgo
7890,53,female,virgo
7891,53,female,taurus
7892,30,female,taurus
7893,29,male,sagittarius
7894,45,female,libra
7895,44,male,aries
7896,46,male,leo
7897,46,male,cancer
7898,55,female,cancer
7899,56,male,gemini
7900,38,female,leo
7901,38,male,cancer
7902,26,female,gemini
7903,26,female,capricorn
7904,49,nb,sagittarius
7905,49,male,pisces
7906,20,male,virgo
7907,22,male,virgo
7908,22,female,cancer
7909,24,female,taurus
7910,35,male,leo
7911,32,female,pisces
7912,45,male,scorpio
7913,47,female,libra
7914,53,male,scorpio
7915,54,male,pisces
7916,39,female,sagittarius
7917,40,male,capricorn
7918,26,male,sagittarius
7919,29,male,libra
7920,25,female,capricorn
7921,25,male,aries
7922,28,male,aries
7923,26,female,aquarius
7924,51,female,aquarius
7925,48,female,cancer
7926,37,nb,pisces
7927,38,female,cancer
7928,57,female,scorpio
7929,56,male,pisces
7930,59,female,aries
7931,58,female,aquarius
7932,56,male,aries
7933,53,female,aries
7934,38,male,taurus
7935,35,male,gemini
7936,58,male,virgo
7937,54,female,sagittarius
7938,33,male,gemini
7939,33,female,capricorn
7940,44,nb,taurus
7941,45,female,gemini
7942,47,nb,libra
7943,47,female,taurus
7944,39,male,pisces
7945,37,male,aquarius
7946,41,female,sagittarius
7947,43,female,gemini
7948,39,male,pisces
7949,39,female,scorpio
7950,55,nb,cancer
7951,57,female,virgo
7952,23,male,taurus
7953,22,nb,gemini
7954,57,female,taurus
7955,57,male,leo
7956,43,male,gemini
7957,46,female,capricorn
7958,38,female,taurus
7959,40,female,gemini
7960,26,female,cancer
7961,26,nb,sagittarius
7962,33,male,sagittarius
7963,32,male,leo
7964,39,nb,taurus
7965,35,female,sagittarius
7966,29,male,scorpio
7967,31,male,leo
7968,39,female,libra
7969,42,female,scorpio
7970,29,female,libra
7971,29,female,pisces
7972,26,female,capricorn
7973,24,female,cancer
7974,41,female,aries
7975,41,female,aquarius
7976,28,male,sagittarius
7977,31,male,capricorn
7978,26,male,leo
7979,26,male,sagittarius
7980,36,male,capricorn
7981,33,male,cancer
7982,36,female,scorpio
7983,33,female,libra
7984,30,male,pisces
7985,30,male,aries
7986,55,male,gemini
7987,56,male,aquarius
7988,40,female,sagittarius
7989,37,female,taurus
7990,37,nb,gemini
7991,36,female,capricorn
7992,22,female,leo
7993,24,female,capricorn
7994,29,male,leo
7995,28,male,sagittarius
7996,26,male,libra
7997,26,female,gemini
7998,37,male,pisces
7999,37,nb,gemini
8000,36,female,scorpio
8001,36,female,capricorn
8002,32,nb,leo
8003,30,male,libra
8004,44,female,taurus
8005,41,male,libra
8006,37,nb,taurus
8007,39,female,virgo
8008,57,female,pisces
8009,60,male,aquarius
8010,48,female,gemini
8011,49,male,pisces
8012,18,male,aries
8013,19,nb,sagittarius
8014,37,male,taurus
8015,38,male,virgo
8016,31,male,libra
8017,29,nb,virgo
8018,37,male,aquarius
8019,36,female,sagittarius
8020,50,female,virgo
8021,53,female,gemini
8022,29,female,capricorn
8023,32,male,pisces
8024,55,female,leo
8025,56,male,aries
8026,22,female,capricorn
8027,24,male,aries
8028,27,nb,scorpio
8029,31,male,cancer
8030,59,female,virgo
8031,58,male,gemini
8032,19,nb,scorpio
8033,19,female,virgo
8034,19,male,sagittarius
8035,19,male,virgo
8036,35,male,leo
8037,34,female,gemini
8038,59,female,pisces
8039,59,female,taurus
8040,29,female,libra
8041,29,female,sagittarius
8042,35,female,pisces
8043,37,male,cancer
8044,36,male,scorpio
8045,32,female,capricorn
8046,21,male,libra
8047,21,female,leo
8048,28,male,capricorn
8049,28,male,sagittarius
8050,46,male,gemini
8051,44,female,gemini
8052,35,female,libra
8053,35,female,aquarius
8054,28,nb,aquarius
8055,28,female,scorpio
8056,47,male,sagittarius
8057,45,nb,capricorn
8058,25,male,sagittarius
8059,23,female,gemini
8060,57,female,libra
8061,56,female,aries
8062,36,nb,pisces
8063,35,male,cancer
8064,52,nb,leo
8065,55,male,libra
8066,46,female,pisces
8067,46,male,scorpio
8068,31,male,capricorn
8069,31,female,pisces
8070,43,male,cancer
8071,43,female,aries
8072,56,nb,aquarius
8073,53,female,sagittarius
8074,55,female,taurus
8075,54,male,taurus
8076,56,male,leo
8077,55,male,libra
8078,23,female,gemini
8079,22,male,capricorn
8080,50,male,aquarius
8081,53,male,pisces
8082,23,female,libra
8083,23,male,scorpio
8084,18,female,libra
8085,19,nb,taurus
8086,55,female,sagittarius
8087,57,female,taurus
8088,57,female,scorpio
8089,56,male,cancer
8090,35,male,libra
8091,38,nb,capricorn
8092,36,male,aquarius
8093,38,female,taurus
8094,47,female,libra
8095,44,male,pisces
8096,25,female,scorpio
8097,25,male,capricorn
8098,35,female,libra
8099,34,female,scorpio
8100,26,female,taurus
8101,27,female,aries
8102,43,female,taurus
8103,43,female,libra
8104,19,male,capricorn
8105,19,male,virgo
8106,59,female,taurus
8107,57,female,sagittarius
8108,56,male,pisces
8109,57,male,gemini
8110,49,male,pisces
8111,48,male,leo
8112,27,male,libra
8113,26,male,sagittarius
8114,34,male,taurus
8115,31,male,capricorn
8116,36,female,pisces
8117,36,male,cancer
8118,20,female,sagittarius
8119,19,male,libra
8120,37,male,capricorn
8121,37,male,taurus
8122,18,male,gemini
8123,18,female,capricorn
8124,44,female,libra
8125,44,nb,taurus
8126,56,female,pisces
8127,53,female,virgo
8128,48,female,taurus
8129,48,female,virgo
8130,33,female,taurus
8131,32,male,leo
8132,36,female,scorpio
8133,37,female,gemini
8134,20,male,aries
8135,23,female,cancer
8136,27,male,capricorn
8137,29,male,capricorn
8138,18,male,leo
8139,19,male,taurus
8140,38,male,capricorn
8141,35,female,capricorn
8142,31,male,virgo
8143,30,female,gemini
8144,32,female,gemini
8145,32,male,gemini
8146,23,male,gemini
8147,24,male,pisces
8148,23,nb,aquarius
8149,25,male,sagittarius
8150,18,female,aquarius
8151,20,male,taurus
8152,38,male,leo
8153,39,female,libra
8154,33,nb,libra
8155,34,female,virgo
8156,46,male,pisces
8157,48,nb,gemini
8158,19,nb,capricorn
8159,18,male,scorpio
8160,20,male,capricorn
8161,21,male,scorpio
8162,29,nb,gemini
8163,28,female,aries
8164,46,nb,aries
8165,46,nb,sagittarius
8166,52,nb,taurus
8167,53,male,aries
8168,38,male,cancer
8169,35,female,capricorn
8170,28,female,aries
8171,28,male,leo
8172,47,male,aquarius
8173,46,nb,aquarius
8174,31,female,gemini
8175,31,male,pisces
8176,41,male,gemini
8177,41,female,libra
8178,32,male,aquarius
8179,33,male,cancer
8180,26,female,libra
8181,29,nb,gemini
8182,46,male,aquarius
8183,47,female,aries
8184,32,nb,gemini
8185,33,male,aries
8186,26,male,aquarius
8187,26,female,aquarius
8188,41,male,capricorn
8189,42,female,cancer
8190,40,female,sagittarius
8191,40,female,leo
8192,51,male,sagittarius
8193,51,female,libra
8194,36,female,sagittarius
8195,36,nb,pisces
8196,27,male,capricorn
8197,27,nb,scorpio
8198,48,female,sagittarius
8199,48,male,leo
8200,56,female,aries
8201,59,nb,aries
8202,27,female,aries
8203,27,male,cancer
8204,45,female,pisces
8205,45,female,virgo
8206,55,male,gemini
8207,54,male,sagittarius
8208,34,male,gemini
8209,36,female,capricorn
8210,29,male,gemini
8211,26,female,gemini
8212,36,female,pisces
8213,36,female,taurus
8214,52,female,gemini
8215,53,male,virgo
8216,45,male,capricorn
8217,47,nb,capricorn
8218,50,male,taurus
8219,51,male,leo
8220,57,male,sagittarius
8221,57,female,capricorn
8222,47,male,aquarius
8223,50,female,taurus
8224,55,male,capricorn
8225,57,female,aquarius
8226,20,male,sagittarius
8227,20,male,aquarius
8228,37,male,aries
8229,40,male,pisces
8230,28,male,pisces
8231,28,male,virgo
8232,35,female,capricorn
8233,35,male,gemini
8234,53,female,aries
8235,53,male,aries
8236,21,male,capricorn
8237,24,female,cancer
8238,21,male,cancer
8239,23,male,pisces
8240,18,female,scorpio
8241,18,male,pisces
8242,28,female,cancer
8243,25,male,sagittarius
8244,39,male,virgo
8245,40,male,aries
8246,37,female,aries
8247,41,male,scorpio
8248,23,female,aquarius
8249,25,female,aquarius
8250,28,female,taurus
8251,26,nb,scorpio
8252,52,male,libra
8253,55,nb,aquarius
8254,29,nb,libra
8255,29,female,cancer
8256,19,male,pisces
8257,19,female,leo
8258,23,female,gemini
8259,23,female,sagittarius
8260,19,male,virgo
8261,18,nb,leo
8262,46,male,sagittarius
8263,48,female,virgo
8264,24,female,virgo
8265,24,male,virgo
8266,18,female,cancer
8267,18,female,taurus
8268,26,male,aries
8269,26,male,leo
8270,49,female,leo
8271,50,male,capricorn
8272,28,female,taurus
8273,27,male,capricorn
8274,29,nb,aquarius
8275,29,male,scorpio
8276,35,male,aries
8277,36,nb,cancer
8278,36,male,aquarius
8279,36,female,leo
8280,19,female,sagittarius
8281,19,female,aries
8282,26,male,aquarius
8283,29,male,capricorn
8284,39,female,taurus
8285,38,male,virgo
8286,25,male,aquarius
8287,24,male,pisces
8288,31,female,cancer
8289,32,male,taurus
8290,57,nb,scorpio
8291,55,male,virgo
8292,37,female,taurus
8293,40,male,aries
8294,48,male,gemini
8295,48,male,scorpio
8296,52,male,aries
8297,53,female,virgo
8298,39,male,gemini
8299,37,female,virgo
8300,40,male,taurus
8301,41,female,cancer
8302,59,male,pisces
8303,62,female,capricorn
8304,44,female,aries
8305,44,female,cancer
8306,55,female,virgo
8307,55,female,sagittarius
8308,27,nb,aquarius
8309,26,male,capricorn
8310,45,male,scorpio
8311,47,female,aries
8312,25,female,taurus
8313,28,male,cancer
8314,54,nb,scorpio
8315,54,male,taurus
8316,45,female,sagittarius
8317,46,female,cancer
8318,19,female,sagittarius
8319,19,female,cancer
8320,34,female,aquarius
8321,34,female,virgo
8322,54,male,scorpio
8323,54,male,leo
8324,42,male,libra
8325,43,male,sagittarius
8326,29,female,aquarius
8327,29,female,capricorn
8328,18,female,scorpio
8329,18,male,taurus
8330,47,female,cancer
8331,49,male,capricorn
8332,42,female,cancer
8333,42,male,cancer
8334,51,female,leo
8335,51,female,gemini
8336,44,male,gemini
8337,43,male,cancer
8338,45,nb,scorpio
8339,44,female,cancer
8340,41,female,pisces
8341,38,female,taurus
8342,24,male,gemini
8343,22,female,libra
8344,33,female,virgo
8345,31,male,taurus
8346,55,male,virgo
8347,55,female,taurus
8348,30,female,gemini
8349,31,female,taurus
8350,33,male,capricorn
8351,36,female,libra
8352,44,female,pisces
8353,44,male,sagittarius
8354,49,male,pisces
8355,50,male,capricorn
8356,51,male,capricorn
8357,51,male,scorpio
8358,45,male,capricorn
8359,45,female,taurus
8360,55,male,taurus
8361,55,male,taurus
8362,28,female,virgo
8363,31,female,libra
8364,42,female,capricorn
8365,43,nb,leo
8366,19,female,gemini
8367,21,female,aquarius
8368,28,female,cancer
8369,25,female,scorpio
8370,23,male,leo
8371,23,male,taurus
8372,20,male,libra
8373,18,female,aquarius
8374,55,female,sagittarius
8375,53,male,pisces
8376,28,male,pisces
8377,28,male,sagittarius
8378,32,nb,leo
8379,33,nb,virgo
8380,47,male,leo
8381,45,nb,aquarius
8382,19,male,gemini
8383,21,male,pisces
8384,36,male,virgo
8385,33,female,virgo
8386,46,female,aries
8387,46,male,virgo
8388,45,male,sagittarius
8389,44,nb,virgo
8390,26,female,libra
8391,24,female,sagittarius
8392,39,male,aquarius
8393,36,male,aquarius
8394,30,nb,libra
8395,29,female,gemini
8396,30,female,leo
8397,30,male,aries
8398,58,male,sagittarius
8399,59,male,virgo
8400,50,male,gemini
8401,52,female,scorpio
8402,48,female,virgo
8403,48,female,aries
8404,18,male,leo
8405,18,female,leo
8406,20,female,libra
8407,22,female,gemini
8408,19,female,cancer
8409,19,male,aries
8410,43,female,cancer
8411,43,female,taurus
8412,44,male,cancer
8413,47,female,leo
8414,42,nb,scorpio
8415,42,male,scorpio
8416,28,female,aquarius
8417,28,female,capricorn
8418,46,female,leo
8419,47,male,sagittarius
8420,33,male,scorpio
8421,37,male,cancer
8422,46,female,capricorn
8423,47,female,aries
8424,47,female,libra
8425,43,female,pisces
8426,45,female,taurus
8427,46,female,taurus
8428,46,male,sagittarius
8429,49,male,libra
8430,45,female,sagittarius
8431,43,male,taurus
8432,24,nb,aries
8433,27,female,leo
8434,50,male,aries
8435,49,male,virgo
8436,42,female,scorpio
8437,40,male,capricorn
8438,47,male,sagittarius
8439,50,male,virgo
8440,27,female,cancer
8441,27,male,libra
8442,48,male,taurus
8443,47,male,aquarius
8444,31,female,aquarius
8445,31,male,pisces
8446,19,female,gemini
8447,19,male,cancer
8448,39,male,capricorn
8449,40,male,gemini
8450,51,male,sagittarius
8451,51,nb,capricorn
8452,36,female,virgo
8453,34,male,virgo
8454,57,nb,virgo
8455,57,female,pisces
8456,53,male,taurus
8457,54,male,libra
8458,45,female,libra
8459,44,male,gemini
8460,41,nb,taurus
8461,42,female,virgo
8462,42,female,gemini
8463,40,female,capricorn
8464,41,male,aries
8465,41,male,aries
8466,49,male,capricorn
8467,51,male,sagittarius
8468,30,female,virgo
8469,30,female,capricorn
8470,55,male,virgo
8471,54,male,capricorn
8472,39,female,scorpio
8473,39,female,virgo
8474,33,male,cancer
8475,34,female,sagittarius
8476,22,female,libra
8477,22,male,aries
8478,23,female,libra
8479,23,nb,taurus
8480,28,female,virgo
8481,29,male,leo
8482,26,female,scorpio
8483,30,female,pisces
8484,39,female,pisces
8485,38,male,capricorn
8486,21,female,aquarius
8487,22,female,pisces
8488,18,female,capricorn
8489,18,male,capricorn
8490,23,male,aquarius
8491,22,female,libra
8492,57,female,sagittarius
8493,57,female,scorpio
8494,36,female,sagittarius
8495,39,female,libra
8496,28,male,scorpio
8497,27,male,libra
8498,53,male,libra
8499,54,female,virgo
8500,43,female,taurus
8501,46,nb,aquarius
8502,31,male,virgo
8503,33,male,taurus
8504,39,male,taurus
8505,39,female,capricorn
8506,50,male,capricorn
8507,50,nb,scorpio
8508,21,male,capricorn
8509,21,male,gemini
8510,23,male,pisces
8511,23,male,aries
8512,37,male,libra
8513,35,female,pisces
8514,55,female,sagittarius
8515,54,male,gemini
8516,25,female,capricorn
8517,25,male,sagittarius
8518,22,male,pisces
8519,23,female,leo
8520,47,male,aquarius
8521,47,male,aquarius
8522,59,female,scorpio
8523,61,male,pisces
8524,52,female,taurus
8525,54,male,capricorn
8526,45,male,virgo
8527,45,female,virgo
8528,38,male,cancer
8529,37,female,pisces
8530,36,male,taurus
8531,33,male,libra
8532,56,male,gemini
8533,57,female,sagittarius
8534,59,male,capricorn
8535,62,female,scorpio
8536,50,male,taurus
8537,50,male,scorpio
8538,42,male,leo
8539,41,male,virgo
8540,25,male,pisces
8541,24,female,capricorn
8542,37,female,capricorn
8543,38,male,taurus
8544,52,female,virgo
8545,54,female,leo
8546,42,female,aquarius
8547,42,male,pisces
8548,36,male,pisces
8549,38,female,leo
8550,51,female,virgo
8551,54,female,libra
8552,21,male,gemini
8553,20,female,pisces
8554,19,female,scorpio
8555,19,male,aquarius
8556,41,male,gemini
8557,39,male,pisces
8558,54,nb,libra
8559,54,male,pisces
8560,19,female,pisces
8561,18,male,aries
8562,58,female,leo
8563,58,nb,capricorn
8564,31,female,gemini
8565,34,female,sagittarius
8566,42,female,virgo
8567,41,male,aries
8568,20,male,taurus
8569,19,male,libra
8570,52,male,pisces
8571,56,male,sagittarius
8572,48,female,gemini
8573,50,male,taurus
8574,51,male,scorpio
8575,50,female,libra
8576,22,male,libra
8577,23,male,cancer
8578,27,male,cancer
8579,29,nb,virgo
8580,21,female,sagittarius
8581,20,male,capricorn
8582,58,male,sagittarius
8583,59,male,leo
8584,18,male,gemini
8585,18,nb,leo
8586,32,nb,libra
8587,29,female,virgo
8588,56,female,scorpio
8589,58,nb,scorpio
8590,53,female,leo
8591,54,female,gemini
8592,49,nb,aquarius
8593,50,female,cancer
8594,21,female,aquarius
8595,21,female,gemini
8596,32,female,libra
8597,33,female,libra
8598,42,female,pisces
8599,41,female,taurus
8600,23,male,cancer
8601,23,male,virgo
8602,53,female,leo
8603,53,male,capricorn
8604,37,male,pisces
8605,37,male,scorpio
8606,42,male,cancer
8607,42,female,scorpio
8608,29,male,aquarius
8609,29,female,aquarius
8610,19,female,aquarius
8611,22,female,virgo
8612,27,female,virgo
8613,27,female,aries
8614,49,female,aquarius
8615,47,female,gemini
8616,38,female,aries
8617,36,female,taurus
8618,31,nb,aries
8619,28,male,leo
8620,59,male,aries
8621,59,nb,libra
8622,39,female,libra
8623,39,male,libra
8624,28,female,gemini
8625,28,male,gemini
8626,18,male,pisces
8627,20,female,gemini
8628,29,female,scorpio
8629,28,female,capricorn
8630,41,female,scorpio
8631,40,male,aquarius
8632,24,female,virgo
8633,24,female,scorpio
8634,25,nb,gemini
8635,25,female,taurus
8636,29,male,leo
8637,29,male,capricorn
8638,50,female,gemini
8639,50,nb,aquarius
8640,55,female,gemini
8641,53,female,aries
8642,37,female,capricorn
8643,34,male,virgo
8644,30,female,aries
8645,28,male,aquarius
8646,55,male,aquarius
8647,57,female,aries
8648,44,female,pisces
8649,44,male,taurus
8650,25,female,capricorn
8651,25,female,aries
8652,48,male,sagittarius
8653,47,female,taurus
8654,52,nb,cancer
8655,52,male,capricorn
8656,25,female,sagittarius
8657,25,male,pisces
8658,28,male,taurus
8659,28,female,cancer
8660,26,male,libra
8661,26,male,aries
8662,46,female,scorpio
8663,45,male,pisces
8664,19,male,libra
8665,19,male,leo
8666,33,male,leo
8667,33,male,gemini
8668,53,female,virgo
8669,53,female,aries
8670,27,male,leo
8671,27,female,leo
8672,43,male,aquarius
8673,41,female,leo
8674,25,male,pisces
8675,24,female,capricorn
8676,52,male,pisces
8677,52,female,leo
8678,51,male,taurus
8679,49,nb,virgo
8680,18,male,aries
8681,18,female,pisces
8682,27,male,libra
8683,27,female,scorpio
8684,53,male,scorpio
8685,53,male,cancer
8686,51,nb,capricorn
8687,50,male,cancer
8688,45,male,aries
8689,45,female,virgo
8690,25,male,cancer
8691,25,female,gemini
8692,23,male,taurus
8693,21,nb,aquarius
8694,51,female,cancer
8695,54,nb,taurus
8696,54,female,virgo
8697,57,male,leo
8698,58,female,leo
8699,58,female,virgo
8700,18,female,gemini
8701,20,male,capricorn
8702,19,female,aries
8703,21,female,cancer
8704,53,nb,capricorn
8705,54,female,cancer
8706,52,female,aquarius
8707,52,male,leo
8708,43,female,gemini
8709,44,female,sagittarius
8710,25,male,pisces
8711,23,female,aquarius
8712,20,female,capricorn
8713,18,male,capricorn
8714,30,male,aries
8715,33,female,scorpio
8716,50,female,aries
8717,51,female,capricorn
8718,20,female,virgo
8719,20,female,leo
8720,35,female,gemini
8721,38,male,aquarius
8722,44,male,pisces
8723,44,male,aquarius
